combo_params,fold,score_val,VAL_Sharpe,VAL_CAGR%,VAL_MaxDD%,VAL_Calmar,VAL_SR_tstat,p_value,q_value,significant_5pct,significant_10pct,SR_above_HLZ_tmin,stat_label,weight_cap,k_atr,turb_zscore_thr,turb_scale_min,vol_target_ann
"{'weight_cap': 0.65, 'k_atr': 3.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.25}",1,0.8570265916828703,1.2838,22.492,-10.122,2.222,1.813,0.069885,1.0,False,False,False,econ_strong_stat_weak,0.65,3.0,1.0,0.4,0.25
"{'weight_cap': 0.65, 'k_atr': 3.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.25, 'vol_target_ann': 0.3}",1,0.8540445788983513,1.2429,22.593,-9.338,2.4194,1.755,0.079262,1.0,False,False,False,econ_strong_stat_weak,0.65,3.0,1.5,0.25,0.3
"{'weight_cap': 0.55, 'k_atr': 3.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.25}",1,0.8536512128845996,1.2808,22.426,-10.122,2.2155,1.808,0.070552,1.0,False,False,False,econ_strong_stat_weak,0.55,3.0,1.0,0.4,0.25
"{'weight_cap': 0.55, 'k_atr': 3.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.25, 'vol_target_ann': 0.3}",1,0.8505251819026082,1.2398,22.524,-9.338,2.412,1.751,0.080003,1.0,False,False,False,econ_strong_stat_weak,0.55,3.0,1.5,0.25,0.3
"{'weight_cap': 0.65, 'k_atr': 3.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.35}",1,0.8370394186076792,1.2661,23.857,-11.09,2.1512,1.788,0.073815,1.0,False,False,False,econ_strong_stat_weak,0.65,3.0,1.5,0.4,0.35
"{'weight_cap': 0.55, 'k_atr': 3.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.35}",1,0.8337383697526168,1.2632,23.788,-11.09,2.1449,1.784,0.074493,1.0,False,False,False,econ_strong_stat_weak,0.55,3.0,1.5,0.4,0.35
"{'weight_cap': 0.65, 'k_atr': 3.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.25, 'vol_target_ann': 0.25}",1,0.8226304618314086,1.223,21.643,-9.338,2.3176,1.727,0.084152,1.0,False,False,False,econ_strong_stat_weak,0.65,3.0,1.5,0.25,0.25
"{'weight_cap': 0.55, 'k_atr': 3.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.25, 'vol_target_ann': 0.25}",1,0.8190745278566582,1.2199,21.575,-9.338,2.3103,1.723,0.084947,1.0,False,False,False,econ_strong_stat_weak,0.55,3.0,1.5,0.25,0.25
"{'weight_cap': 0.65, 'k_atr': 3.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.3}",1,0.8086676664227765,1.2478,23.002,-11.09,2.074,1.762,0.078086,1.0,False,False,False,econ_strong_stat_weak,0.65,3.0,1.5,0.4,0.3
"{'weight_cap': 0.55, 'k_atr': 3.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.3}",1,0.8053405443659278,1.2447,22.933,-11.09,2.0678,1.758,0.078809,1.0,False,False,False,econ_strong_stat_weak,0.55,3.0,1.5,0.4,0.3
"{'weight_cap': 0.65, 'k_atr': 3.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.25}",1,0.7793988694465458,1.228,22.049,-11.09,1.9881,1.734,0.082919,1.0,False,False,False,econ_strong_stat_weak,0.65,3.0,1.5,0.4,0.25
"{'weight_cap': 0.55, 'k_atr': 3.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.25}",1,0.7760360308974562,1.2249,21.98,-11.09,1.9819,1.73,0.083695,1.0,False,False,False,econ_strong_stat_weak,0.55,3.0,1.5,0.4,0.25
"{'weight_cap': 0.65, 'k_atr': 2.5, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.25, 'vol_target_ann': 0.35}",1,0.771755197939675,1.1141,18.851,-7.318,2.5759,1.574,0.11558,1.0,False,False,False,econ_strong_stat_weak,0.65,2.5,1.0,0.25,0.35
"{'weight_cap': 0.55, 'k_atr': 2.5, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.25, 'vol_target_ann': 0.35}",1,0.7687942116003217,1.1115,18.801,-7.318,2.569,1.57,0.116406,1.0,False,False,False,econ_strong_stat_weak,0.55,2.5,1.0,0.25,0.35
"{'weight_cap': 0.65, 'k_atr': 2.5, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.25, 'vol_target_ann': 0.3}",1,0.7471555026811152,1.0994,18.246,-7.318,2.4933,1.553,0.120439,1.0,False,False,False,econ_strong_stat_weak,0.65,2.5,1.0,0.25,0.3
"{'weight_cap': 0.55, 'k_atr': 2.5, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.25, 'vol_target_ann': 0.3}",1,0.7441695855705525,1.0968,18.196,-7.318,2.4864,1.549,0.121308,1.0,False,False,False,econ_strong_stat_weak,0.55,2.5,1.0,0.25,0.3
"{'weight_cap': 0.65, 'k_atr': 2.5, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.25, 'vol_target_ann': 0.25}",1,0.7134049639325606,1.078,17.356,-7.318,2.3717,1.523,0.127828,1.0,False,False,False,econ_strong_stat_weak,0.65,2.5,1.0,0.25,0.25
"{'weight_cap': 0.65, 'k_atr': 2.5, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.35}",1,0.7110700926063103,1.1091,19.055,-8.759,2.1755,1.567,0.117209,1.0,False,False,False,econ_strong_stat_weak,0.65,2.5,1.0,0.4,0.35
"{'weight_cap': 0.55, 'k_atr': 2.5, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.25, 'vol_target_ann': 0.25}",1,0.7103770025909715,1.0753,17.307,-7.318,2.3649,1.519,0.128763,1.0,False,False,False,econ_strong_stat_weak,0.55,2.5,1.0,0.25,0.25
"{'weight_cap': 0.55, 'k_atr': 2.5, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.35}",1,0.7082993468988572,1.1066,19.005,-8.759,2.1698,1.563,0.118031,1.0,False,False,False,econ_strong_stat_weak,0.55,2.5,1.0,0.4,0.35
"{'weight_cap': 0.65, 'k_atr': 2.5, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.3}",1,0.6882764635571528,1.0943,18.449,-8.759,2.1064,1.546,0.122172,1.0,False,False,False,econ_strong_stat_weak,0.65,2.5,1.0,0.4,0.3
"{'weight_cap': 0.55, 'k_atr': 2.5, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.3}",1,0.6854816719850222,1.0918,18.399,-8.759,2.1007,1.542,0.123036,1.0,False,False,False,econ_strong_stat_weak,0.55,2.5,1.0,0.4,0.3
"{'weight_cap': 0.65, 'k_atr': 2.5, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.25, 'vol_target_ann': 0.35}",1,0.6655190266240603,1.0471,18.192,-8.273,2.1988,1.479,0.139099,1.0,False,False,False,econ_strong_stat_weak,0.65,2.5,1.5,0.25,0.35
"{'weight_cap': 0.55, 'k_atr': 2.5, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.25, 'vol_target_ann': 0.35}",1,0.6626067372825682,1.0445,18.139,-8.273,2.1925,1.476,0.140064,1.0,False,False,False,econ_strong_stat_weak,0.55,2.5,1.5,0.25,0.35
"{'weight_cap': 0.65, 'k_atr': 2.5, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.25}",1,0.6570264548475002,1.0726,17.558,-8.759,2.0046,1.515,0.12974,1.0,False,False,False,econ_strong_stat_weak,0.65,2.5,1.0,0.4,0.25
"{'weight_cap': 0.55, 'k_atr': 2.5, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.25}",1,0.6541912670447636,1.07,17.508,-8.759,1.9989,1.511,0.130669,1.0,False,False,False,econ_strong_stat_weak,0.55,2.5,1.0,0.4,0.25
"{'weight_cap': 0.65, 'k_atr': 2.5, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.35}",1,0.6425320113629466,1.0612,18.689,-9.554,1.9561,1.499,0.133842,1.0,False,False,False,econ_strong_stat_weak,0.65,2.5,1.5,0.4,0.35
"{'weight_cap': 0.55, 'k_atr': 2.5, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.35}",1,0.6397572108866139,1.0587,18.636,-9.554,1.9506,1.496,0.134768,1.0,False,False,False,econ_strong_stat_weak,0.55,2.5,1.5,0.4,0.35
"{'weight_cap': 0.65, 'k_atr': 2.5, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.25, 'vol_target_ann': 0.3}",1,0.6346254872859765,1.0265,17.433,-8.273,2.1072,1.45,0.14699,1.0,False,False,False,econ_strong_stat_weak,0.65,2.5,1.5,0.25,0.3
"{'weight_cap': 0.55, 'k_atr': 2.5, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.25, 'vol_target_ann': 0.3}",1,0.6316854225670472,1.0239,17.381,-8.273,2.1009,1.447,0.148018,1.0,False,False,False,econ_strong_stat_weak,0.55,2.5,1.5,0.25,0.3
"{'weight_cap': 0.65, 'k_atr': 2.5, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.3}",1,0.6135240887431472,1.041,17.927,-9.554,1.8765,1.471,0.141399,1.0,False,False,False,econ_strong_stat_weak,0.65,2.5,1.5,0.4,0.3
"{'weight_cap': 0.55, 'k_atr': 2.5, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.3}",1,0.6107220738311467,1.0384,17.875,-9.554,1.871,1.467,0.142385,1.0,False,False,False,econ_strong_stat_weak,0.55,2.5,1.5,0.4,0.3
"{'weight_cap': 0.65, 'k_atr': 2.5, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.25, 'vol_target_ann': 0.25}",1,0.6007254198051173,1.003,16.55,-8.273,2.0004,1.417,0.15647,1.0,False,False,False,econ_strong_stat_weak,0.65,2.5,1.5,0.25,0.25
"{'weight_cap': 0.55, 'k_atr': 2.5, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.25, 'vol_target_ann': 0.25}",1,0.5977477583216304,1.0003,16.498,-8.273,1.9941,1.413,0.157575,1.0,False,False,False,econ_strong_stat_weak,0.55,2.5,1.5,0.25,0.25
"{'weight_cap': 0.65, 'k_atr': 2.5, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.25}",1,0.581804432515696,1.0178,17.04,-9.554,1.7835,1.438,0.15047,1.0,False,False,False,econ_strong_stat_weak,0.65,2.5,1.5,0.4,0.25
"{'weight_cap': 0.55, 'k_atr': 2.5, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.25}",1,0.5789656425347345,1.0151,16.987,-9.554,1.7781,1.434,0.15153,1.0,False,False,False,econ_strong_stat_weak,0.55,2.5,1.5,0.4,0.25
"{'weight_cap': 0.65, 'k_atr': 2.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.25, 'vol_target_ann': 0.3}",1,0.16540789350579888,0.7122,8.522,-8.161,1.0443,1.007,0.31407,1.0,False,False,False,econ_strong_stat_weak,0.65,2.0,1.0,0.25,0.3
"{'weight_cap': 0.65, 'k_atr': 2.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.25, 'vol_target_ann': 0.35}",1,0.16540789350579888,0.7122,8.522,-8.161,1.0443,1.007,0.31407,1.0,False,False,False,econ_strong_stat_weak,0.65,2.0,1.0,0.25,0.35
"{'weight_cap': 0.65, 'k_atr': 2.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.25, 'vol_target_ann': 0.25}",1,0.16540789350579888,0.7122,8.522,-8.161,1.0443,1.007,0.31407,1.0,False,False,False,econ_strong_stat_weak,0.65,2.0,1.0,0.25,0.25
"{'weight_cap': 0.55, 'k_atr': 2.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.25, 'vol_target_ann': 0.25}",1,0.162538867596846,0.709,8.477,-8.161,1.0388,1.002,0.316257,1.0,False,False,False,econ_strong_stat_weak,0.55,2.0,1.0,0.25,0.25
"{'weight_cap': 0.55, 'k_atr': 2.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.25, 'vol_target_ann': 0.3}",1,0.162538867596846,0.709,8.477,-8.161,1.0388,1.002,0.316257,1.0,False,False,False,econ_strong_stat_weak,0.55,2.0,1.0,0.25,0.3
"{'weight_cap': 0.55, 'k_atr': 2.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.25, 'vol_target_ann': 0.35}",1,0.162538867596846,0.709,8.477,-8.161,1.0388,1.002,0.316257,1.0,False,False,False,econ_strong_stat_weak,0.55,2.0,1.0,0.25,0.35
"{'weight_cap': 0.65, 'k_atr': 2.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.25}",1,0.14423511119632063,0.7054,8.625,-9.497,0.9082,0.997,0.318702,1.0,False,False,False,econ_strong_stat_weak,0.65,2.0,1.0,0.4,0.25
"{'weight_cap': 0.65, 'k_atr': 2.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.3}",1,0.14423511119632063,0.7054,8.625,-9.497,0.9082,0.997,0.318702,1.0,False,False,False,econ_strong_stat_weak,0.65,2.0,1.0,0.4,0.3
"{'weight_cap': 0.65, 'k_atr': 2.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.35}",1,0.14423511119632063,0.7054,8.625,-9.497,0.9082,0.997,0.318702,1.0,False,False,False,econ_strong_stat_weak,0.65,2.0,1.0,0.4,0.35
"{'weight_cap': 0.55, 'k_atr': 2.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.25}",1,0.14151124786079344,0.7023,8.58,-9.497,0.9035,0.993,0.320859,1.0,False,False,False,econ_strong_stat_weak,0.55,2.0,1.0,0.4,0.25
"{'weight_cap': 0.55, 'k_atr': 2.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.35}",1,0.14151124786079344,0.7023,8.58,-9.497,0.9035,0.993,0.320859,1.0,False,False,False,econ_strong_stat_weak,0.55,2.0,1.0,0.4,0.35
"{'weight_cap': 0.55, 'k_atr': 2.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.3}",1,0.14151124786079344,0.7023,8.58,-9.497,0.9035,0.993,0.320859,1.0,False,False,False,econ_strong_stat_weak,0.55,2.0,1.0,0.4,0.3
"{'weight_cap': 0.65, 'k_atr': 2.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.25, 'vol_target_ann': 0.35}",1,0.10666131787202271,0.6502,7.964,-8.828,0.9021,0.919,0.358019,1.0,False,False,False,econ_strong_stat_weak,0.65,2.0,1.5,0.25,0.35
"{'weight_cap': 0.65, 'k_atr': 2.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.25, 'vol_target_ann': 0.3}",1,0.10666131787202271,0.6502,7.964,-8.828,0.9021,0.919,0.358019,1.0,False,False,False,econ_strong_stat_weak,0.65,2.0,1.5,0.25,0.3
"{'weight_cap': 0.65, 'k_atr': 2.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.25, 'vol_target_ann': 0.25}",1,0.10666131787202271,0.6502,7.964,-8.828,0.9021,0.919,0.358019,1.0,False,False,False,econ_strong_stat_weak,0.65,2.0,1.5,0.25,0.25
"{'weight_cap': 0.55, 'k_atr': 2.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.25, 'vol_target_ann': 0.25}",1,0.10256115481786846,0.647,7.917,-8.909,0.8887,0.915,0.360424,1.0,False,False,False,econ_strong_stat_weak,0.55,2.0,1.5,0.25,0.25
"{'weight_cap': 0.55, 'k_atr': 2.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.25, 'vol_target_ann': 0.3}",1,0.10256115481786846,0.647,7.917,-8.909,0.8887,0.915,0.360424,1.0,False,False,False,econ_strong_stat_weak,0.55,2.0,1.5,0.25,0.3
"{'weight_cap': 0.55, 'k_atr': 2.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.25, 'vol_target_ann': 0.35}",1,0.10256115481786846,0.647,7.917,-8.909,0.8887,0.915,0.360424,1.0,False,False,False,econ_strong_stat_weak,0.55,2.0,1.5,0.25,0.35
"{'weight_cap': 0.65, 'k_atr': 2.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.35}",1,0.0966980080677019,0.6529,8.14,-10.08,0.8075,0.923,0.356056,1.0,False,False,False,econ_strong_stat_weak,0.65,2.0,1.5,0.4,0.35
"{'weight_cap': 0.65, 'k_atr': 2.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.3}",1,0.0966980080677019,0.6529,8.14,-10.08,0.8075,0.923,0.356056,1.0,False,False,False,econ_strong_stat_weak,0.65,2.0,1.5,0.4,0.3
"{'weight_cap': 0.65, 'k_atr': 2.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.25}",1,0.0966980080677019,0.6529,8.14,-10.08,0.8075,0.923,0.356056,1.0,False,False,False,econ_strong_stat_weak,0.65,2.0,1.5,0.4,0.25
"{'weight_cap': 0.55, 'k_atr': 2.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.35}",1,0.0939378754159004,0.6497,8.093,-10.08,0.8029,0.918,0.358409,1.0,False,False,False,econ_strong_stat_weak,0.55,2.0,1.5,0.4,0.35
"{'weight_cap': 0.55, 'k_atr': 2.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.25}",1,0.0939378754159004,0.6497,8.093,-10.08,0.8029,0.918,0.358409,1.0,False,False,False,econ_strong_stat_weak,0.55,2.0,1.5,0.4,0.25
"{'weight_cap': 0.55, 'k_atr': 2.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.3}",1,0.0939378754159004,0.6497,8.093,-10.08,0.8029,0.918,0.358409,1.0,False,False,False,econ_strong_stat_weak,0.55,2.0,1.5,0.4,0.3
"{'weight_cap': 0.55, 'k_atr': 3.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.25, 'vol_target_ann': 0.35}",2,0.47393185471499577,1.2628,22.672,-11.67,1.9428,1.779,0.075166,1.0,False,False,False,econ_strong_stat_weak,0.55,3.0,1.0,0.25,0.35
"{'weight_cap': 0.55, 'k_atr': 3.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.25, 'vol_target_ann': 0.35}",2,0.47189911761151554,1.2411,23.385,-11.948,1.9573,1.749,0.080298,1.0,False,False,False,econ_strong_stat_weak,0.55,3.0,1.5,0.25,0.35
"{'weight_cap': 0.65, 'k_atr': 3.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.25, 'vol_target_ann': 0.35}",2,0.4679118589023945,1.2569,22.538,-11.67,1.9313,1.771,0.076525,1.0,False,False,False,econ_strong_stat_weak,0.65,3.0,1.0,0.25,0.35
"{'weight_cap': 0.55, 'k_atr': 3.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.25, 'vol_target_ann': 0.3}",2,0.46675129605970733,1.2405,22.95,-11.709,1.96,1.748,0.080438,1.0,False,False,False,econ_strong_stat_weak,0.55,3.0,1.5,0.25,0.3
"{'weight_cap': 0.55, 'k_atr': 3.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.25, 'vol_target_ann': 0.3}",2,0.4642007487120968,1.2617,22.307,-11.67,1.9116,1.778,0.075405,1.0,False,False,False,econ_strong_stat_weak,0.55,3.0,1.0,0.25,0.3
"{'weight_cap': 0.65, 'k_atr': 3.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.25, 'vol_target_ann': 0.35}",2,0.4634691039332295,1.2347,23.233,-12.021,1.9327,1.74,0.081847,1.0,False,False,False,econ_strong_stat_weak,0.65,3.0,1.5,0.25,0.35
"{'weight_cap': 0.65, 'k_atr': 3.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.25, 'vol_target_ann': 0.3}",2,0.4599503396518786,1.234,22.797,-11.709,1.947,1.739,0.082027,1.0,False,False,False,econ_strong_stat_weak,0.65,3.0,1.5,0.25,0.3
"{'weight_cap': 0.65, 'k_atr': 3.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.25, 'vol_target_ann': 0.3}",2,0.45804275211528633,1.2557,22.171,-11.67,1.8999,1.77,0.076806,1.0,False,False,False,econ_strong_stat_weak,0.65,3.0,1.0,0.25,0.3
"{'weight_cap': 0.55, 'k_atr': 3.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.35}",2,0.44831266999234465,1.2113,22.981,-11.948,1.9235,1.707,0.087806,1.0,False,False,False,econ_strong_stat_weak,0.55,3.0,1.5,0.4,0.35
"{'weight_cap': 0.55, 'k_atr': 3.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.3}",2,0.44271579118081816,1.2099,22.547,-11.709,1.9257,1.705,0.088158,1.0,False,False,False,econ_strong_stat_weak,0.55,3.0,1.5,0.4,0.3
"{'weight_cap': 0.65, 'k_atr': 3.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.35}",2,0.4399492682449866,1.205,22.83,-12.021,1.8992,1.698,0.089456,1.0,False,False,False,econ_strong_stat_weak,0.65,3.0,1.5,0.4,0.35
"{'weight_cap': 0.55, 'k_atr': 3.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.35}",2,0.43823503164996414,1.2192,22.051,-11.67,1.8896,1.718,0.085738,1.0,False,False,False,econ_strong_stat_weak,0.55,3.0,1.0,0.4,0.35
"{'weight_cap': 0.65, 'k_atr': 3.0, 'turb_zscore_thr': 1.5, 'turb_scale_min': 0.4, 'vol_target_ann': 0.3}",2,0.43595189170655174,1.2035,22.395,-11.709,1.9127,1.696,0.089855,1.0,False,False,False,econ_strong_stat_weak,0.65,3.0,1.5,0.4,0.3
"{'weight_cap': 0.65, 'k_atr': 3.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.35}",2,0.43225276282175495,1.2134,21.918,-11.67,1.8782,1.71,0.087236,1.0,False,False,False,econ_strong_stat_weak,0.65,3.0,1.0,0.4,0.35
"{'weight_cap': 0.55, 'k_atr': 3.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.4, 'vol_target_ann': 0.3}",2,0.42812196821174486,1.2173,21.688,-11.67,1.8585,1.716,0.086229,1.0,False,False,False,econ_strong_stat_weak,0.55,3.0,1.0,0.4,0.3
"{'weight_cap': 0.55, 'k_atr': 3.0, 'turb_zscore_thr': 1.0, 'turb_scale_min': 0.25, 'vol_target_ann': 0.25}",2,0.42261351780243106,1.2414,20.918,-11.67,1.7926,1.749,0.080213,1.0,False,False,False,econ_strong_stat_weak,0.55,3.0,1.0,0.25,0.25
